movieId,title,genres,average_rating
976,"Farewell to Arms, A (1932)",Romance|War,3.508080808080808
1005,D3: The Mighty Ducks (1996),Children|Comedy,2.5289256198347108
1016,"Shaggy Dog, The (1959)",Children|Comedy,3.1287349014621744
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,3.5543802549498236
1084,Bonnie and Clyde (1967),Crime|Drama,3.8463814097067397
1088,Dirty Dancing (1987),Drama|Musical|Romance,3.274450709702508
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3.6768835371948025
1133,Talking About Sex (1994),Comedy|Drama,3.6016949152542375
1139,Everything Relative (1996),Drama,3.05
1143,Three Lives and Only One Death (Trois vies & une seule mort) (1996),Comedy,3.4191176470588234
1157,"Symphonie pastorale, La (1946)",Drama,3.3048780487804876
1160,Six of a Kind (1934),Comedy,3.1702127659574466
1199,Brazil (1985),Fantasy|Sci-Fi,4.007304151021038
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,4.18157809636736
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,4.006286067600989
1238,Local Hero (1983),Comedy,3.9498274870615298
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,3.9038285094670115
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,3.957795417324461
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,4.003821499013807
1322,Amityville 1992: It's About Time (1992),Horror,1.7920634920634921
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,3.4482539682539683
1342,Candyman (1992),Horror|Thriller,3.02922642329422
1352,Albino Alligator (1996),Crime|Thriller,3.022235576923077
1395,Tin Men (1987),Comedy|Drama,3.3711361737677525
1417,"Portrait of a Lady, The (1996)",Drama,3.103864734299517
1460,That Darn Cat (1997),Children|Comedy|Mystery,2.616213151927438
1466,Donnie Brasco (1997),Crime|Drama,3.8112381759141605
1468,Booty Call (1997),Comedy|Romance,2.58987052551409
1483,Crash (1996),Drama|Thriller,3.14404432132964
1507,Paradise Road (1997),Drama|War,3.388753056234719
1522,Ripe (1996),Drama,2.5930232558139537
1533,"Promise, The (La promesse) (1996)",Drama,3.7628032345013476
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,3.595333426758223
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,2.6484306887532694
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,3.56697669143084
1650,Washington Square (1997),Drama,3.434549356223176
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,3.8132716049382718
1699,"Butcher Boy, The (1997)",Comedy|Drama,3.6149797570850204
1718,Stranger in the House (1997),Thriller,2.9910714285714284
1721,Titanic (1997),Drama|Romance,3.429426497850353
1743,Arguing the World (1998),Documentary,3.419642857142857
1787,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary,3.12
1829,Chinese Box (1997),Drama|Romance,3.0664451827242525
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,3.759897360703812
1888,Hope Floats (1998),Comedy|Drama|Romance,2.979669097027482
1896,Cousin Bette (1998),Comedy,3.1
1903,Hav Plenty (1997),Comedy,2.8857142857142857
1959,Out of Africa (1985),Drama|Romance,3.633800573431029
1975,Friday the 13th Part 2 (1981),Horror,2.545700135074291
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,2.3554878048780488
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,1.4676470588235293
2025,Lolita (1997),Drama|Romance,3.5046474358974358
2027,Jane Austen's Mafia! (1998),Comedy|Crime,2.500829875518672
2035,Blackbeard's Ghost (1968),Children|Comedy,3.1506849315068495
2096,Sleeping Beauty (1959),Animation|Children|Musical,3.5541426032874277
2122,Children of the Corn (1984),Horror|Thriller,2.6759785353535355
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,3.0567970204841712
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,3.184931506849315
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,3.5220500595947555
2231,Rounders (1998),Drama,3.7183362624487404
2235,One Man's Hero (1999),Drama|War,2.6630434782608696
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,3.847417840375587
2247,Married to the Mob (1988),Comedy,3.091858946451894
2249,My Blue Heaven (1990),Comedy,3.1274259448416752
2259,Blame It on Rio (1984),Comedy|Romance,2.649047931713723
2366,King Kong (1933),Action|Adventure|Fantasy|Horror,3.4753840782122905
2387,Very Bad Things (1998),Comedy|Crime,2.863279790810609
2392,Jack Frost (1998),Children|Comedy|Drama,2.3978313253012047
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,3.193371212121212
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,3.7791422731839126
2443,Playing by Heart (1998),Drama|Romance,3.5353982300884956
2479,Gloria (1999),Drama|Thriller,2.4236311239193085
2488,Peeping Tom (1960),Drama|Horror|Thriller,3.779341111873713
2513,Pet Sematary (1989),Horror,3.0541954383762295
2525,Alligator (1980),Action|Horror|Sci-Fi,2.3539719626168223
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,4.030218465954393
2559,"King and I, The (1999)",Animation|Children,2.572354211663067
2563,Dangerous Beauty (1998),Drama,3.65
2564,"Empty Mirror, The (1996)",Drama,2.82
2572,10 Things I Hate About You (1999),Comedy|Romance,3.560852433542372
2580,Go (1999),Comedy|Crime,3.666546540362438
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,3.2907300115874856
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,2.940771349862259
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,1.7691176470588235
2656,Tarantula (1955),Horror|Sci-Fi,2.7928571428571427
2659,It Came from Hollywood (1982),Comedy|Documentary,3.216666666666667
2711,My Life So Far (1999),Drama,3.515850144092219
2721,Trick (1999),Comedy|Romance,3.5839017735334244
2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,2.2309197651663406
2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",Documentary,3.5496688741721854
2797,Big (1988),Comedy|Drama|Fantasy|Romance,3.613050165641268
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,3.014659449706811
2811,With Friends Like These... (1998),Comedy,3.0
2821,Male and Female (1919),Adventure|Drama,2.9594594594594597
2833,Lucie Aubrac (1997),Romance|War,3.302139037433155
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,2.3481973434535104
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,3.7384453781512605
2866,"Buddy Holly Story, The (1978)",Drama,3.605592105263158
2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,3.3558823529411765
2914,Molly (1999),Comedy|Drama,2.3469387755102042
2923,Handle with Care (a.k.a. Citizen's Band) (1977),Comedy,3.3819444444444446
2924,Drunken Master (Jui kuen) (1978),Action|Comedy,3.8084185680566485
2971,All That Jazz (1979),Drama|Fantasy|Musical,3.7617770968977404
2996,Music of the Heart (1999),Drama,3.393103448275862
2999,Man of the Century (1999),Comedy,3.2745098039215685
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,4.166026555470207
3028,"Taming of the Shrew, The (1967)",Comedy,3.6302439024390245
3042,Meatballs III (1987),Comedy,1.6206496519721578
3062,"Longest Day, The (1962)",Action|Drama|War,3.8925709001233044
3087,Scrooged (1988),Comedy|Fantasy|Romance,3.4608092812676854
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,4.108164481525626
3098,"Natural, The (1984)",Drama,3.7866631707743403
3105,Awakenings (1990),Drama|Mystery,3.773704579660288
3149,Diamonds (1999),Mystery,2.5220588235294117
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,3.602825957745718
3179,Angela's Ashes (1999),Drama,3.5051399200456883
3213,Batman: Mask of the Phantasm (1993),Animation|Children,3.5230801510700798
3220,Night Tide (1961),Drama,3.1097560975609757
3226,Hellhounds on My Trail (1999),Documentary,4.166666666666667
3242,Santitos (1999),Comedy,3.2916666666666665
3306,"Circus, The (1928)",Comedy,3.8860759493670884
3352,Brown's Requiem (1998),Drama,2.638888888888889
3377,Hangmen Also Die! (1943),Drama|War,3.3181818181818183
3425,Mo' Better Blues (1990),Drama|Musical,3.2842205323193916
3441,Red Dawn (1984),Action|Drama|War,3.2041869802122167
3475,"Place in the Sun, A (1951)",Drama|Romance,3.8587420042643923
3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,2.1358024691358026
3490,Horror Express (1972),Horror,3.0
3561,Stacy's Knights (1982),Drama,2.0
3566,"Big Kahuna, The (2000)",Comedy|Drama,3.2802983219390924
3577,Two Moon Junction (1988),Drama|Romance,2.4984615384615383
3601,"Castaway Cowboy, The (1974)",Comedy|Western,2.880952380952381
3631,It's in the Water (1998),Comedy,3.0
3657,Pandora and the Flying Dutchman (1951),Drama,3.3333333333333335
3691,Private School (1983),Comedy,2.5296442687747036
3698,"Running Man, The (1987)",Action|Sci-Fi,3.2521026761332603
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,3.652402581879034
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,3.132420710219572
3749,"Time Regained (Temps retrouvé, Le) (1999)",Drama,3.287671232876712
3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,3.6424418604651163
3790,Groove (2000),Drama,3.3259493670886076
3794,Chuck & Buck (2000),Comedy|Drama,3.2519509476031216
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Romance|Thriller,3.1300578034682083
3834,Bronco Billy (1980),Adventure|Drama|Romance,2.8151986183074267
3876,Jerry and Tom (1998),Comedy|Crime|Drama,3.0223880597014925
3913,Barenaked in America (1999),Documentary,3.111940298507463
3918,Hellbound: Hellraiser II (1988),Horror,3.014236902050114
3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller,3.0
3997,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,2.074841358715939
4000,"Bounty, The (1984)",Adventure|Drama,3.484625668449198
4042,"Alamo, The (1960)",Action|Drama|War|Western,3.3079096045197742
4061,The Man in the Moon (1991),Drama|Romance,3.5246686303387333
4078,Amazing Grace and Chuck (1987),Drama,3.170289855072464
4092,Cherry 2000 (1987),Romance|Sci-Fi,2.7268518518518516
4097,Dead of Winter (1987),Horror|Thriller,3.0090909090909093
4101,Dogs in Space (1987),Drama,3.1666666666666665
4119,Housekeeping (1987),Comedy|Drama,3.7777777777777777
4126,Less Than Zero (1987),Drama,3.027624309392265
4158,Monkeybone (2001),Animation|Comedy|Fantasy,2.2824786324786324
4161,"Mexican, The (2001)",Action|Comedy,3.0232438899333447
4167,15 Minutes (2001),Thriller,2.969293756397134
4182,Tuff Turf (1985),Drama,2.6785714285714284
4186,"Fortune Cookie, The (1966)",Comedy|Drama|Romance,3.5843621399176953
4190,Elmer Gantry (1960),Drama,3.8669871794871793
4219,Girls Just Want to Have Fun (1985),Comedy,3.092896174863388
4239,Blow (2001),Crime|Drama,3.7324404502224935
4259,"Luzhin Defence, The (2000)",Drama|Romance,3.369565217391304
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,3.3281056541477505
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,3.512562814070352
4307,"Fast Food, Fast Women (2000)",Comedy|Romance,2.8951612903225805
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,3.6389167502507522
4364,"Trio, The (Trio, Das) (1998)",Drama|Romance,2.0555555555555554
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,3.470108695652174
4391,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama,3.6049723756906076
4396,"Cannonball Run, The (1981)",Action|Comedy,2.9105180533751964
4401,Donovan's Reef (1963),Action|Comedy|Romance,3.4558823529411766
4474,Beaches (1988),Comedy|Drama|Musical,3.1875776397515527
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,2.4464285714285716
4489,Coming to America (1988),Comedy|Romance,3.5385329619312906
4512,Hot to Trot (1988),Comedy,2.1545454545454548
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,3.383432695324757
4531,Red Heat (1988),Action,2.861652377240842
4583,Disorganized Crime (1989),Action|Comedy,3.036697247706422
4612,Jesus of Montreal (Jésus de Montréal) (1989),Drama,3.761182108626198
4624,Meet the Feebles (1989),Animation|Comedy|Musical,3.3304655870445345
4684,Worth Winning (1989),Comedy,2.4761904761904763
4697,Basket Case (1982),Comedy|Horror,2.9686192468619246
4713,Altered States (1980),Drama|Sci-Fi,3.484158415841584
4725,Session 9 (2001),Horror|Thriller,3.353015873015873
4762,Djomeh (2000),Drama,2.3333333333333335
4782,Sidewalks of New York (2001),Comedy|Romance,3.1754032258064515
4796,"Grass Is Greener, The (1960)",Comedy|Romance,3.4140625
4798,Indiscreet (1958),Comedy|Romance,3.7560975609756095
4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime,3.514242115971516
4818,Extreme Days (2001),Action|Adventure|Comedy|Drama,2.480392156862745
4838,D.O.A. (1980),Documentary,3.0797872340425534
4859,Kansas (1988),Crime|Drama,2.6285714285714286
4900,Out Cold (2001),Comedy,3.1439588688946016
4923,Guadalcanal Diary (1943),Action|War,3.4285714285714284
4929,"Toy, The (1982)",Comedy,2.759149940968123
4935,"Falls, The (1980)",Drama|Sci-Fi,3.573529411764706
4937,Fatso (1980),Comedy,2.8493150684931505
4957,Sudden Impact (1983),Crime|Thriller,3.2320574162679425
5030,"Good Wife, The (1987)",Drama,2.3676470588235294
5061,Mrs. Soffel (1984),Drama|Romance,3.022222222222222
5071,Maelström (2000),Drama|Romance,3.621761658031088
5074,Storytelling (2001),Comedy|Drama,3.452448210922787
5100,"Man Who Loved Women, The (1983)",Comedy,2.6376146788990824
5110,Super Troopers (2001),Comedy|Crime|Mystery,3.600846389339096
5117,Funny Lady (1975),Comedy|Musical,2.9408396946564888
5140,"Bad News Bears Go to Japan, The (1978)",Comedy,2.1284046692607004
5155,"Big Bird Cage, The (1972)",Action,3.270642201834862
5156,"Big Doll House, The (1971)",Action,3.0306122448979593
5157,"Church, The (Chiesa, La) (1989)",Drama|Fantasy|Horror,3.206140350877193
5173,Divorcing Jack (1998),Comedy|Thriller,3.135593220338983
5178,Fun (1994),Crime|Drama,3.2142857142857144
5211,"Nude Bomb, The (1980)",Comedy,2.3617021276595747
5217,Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980),Action|Comedy|Sci-Fi,2.5549450549450547
5222,Kissing Jessica Stein (2001),Comedy|Romance,3.4355863662622763
5223,Pauline & Paulette (Pauline en Paulette) (2001),Comedy|Drama,3.2301587301587302
5235,Split Second (1992),Action|Sci-Fi|Thriller,3.0
5251,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)",Comedy,3.1965811965811968
5287,"After Dark, My Sweet (1990)",Crime|Drama|Mystery,3.4925373134328357
5298,Human Nature (2001),Comedy|Romance,3.2702127659574467
5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,3.623762376237624
5308,Three Men and a Baby (1987),Comedy,2.875249003984064
5345,Triumph of the Spirit (1989),Drama,3.290909090909091
5375,"Harvey Girls, The (1946)",Comedy|Musical|Western,3.347058823529412
5383,"Hound of the Baskervilles, The (1959)",Crime|Horror|Mystery,3.492914979757085
5427,Caveman (1981),Comedy,2.731707317073171
5433,Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure|Drama|Horror|Mystery|Thriller,2.9326424870466323
5457,Zebrahead (1992),Drama,3.1419753086419755
5482,"Country Bears, The (2002)",Children|Comedy,2.033333333333333
5513,Martin Lawrence Live: Runteldat (2002),Comedy|Documentary,2.382142857142857
5518,Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),Drama,3.4017857142857144
5527,Possession (2002),Drama|Romance,3.329285714285714
5529,Serving Sara (2002),Comedy|Romance,2.5034423407917386
5543,"Swarm, The (1978)",Action|Horror|Sci-Fi,2.060747663551402
5571,"Pinochet Case, The (Cas Pinochet, Le) (2001)",Documentary,2.7777777777777777
5614,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)",Drama|Romance,3.457943925233645
5670,Comedian (2002),Comedy|Documentary,3.551502145922747
5682,"Grey Zone, The (2001)",Drama,3.533333333333333
5692,"Mechanic, The (1972)",Action|Thriller,3.420289855072464
5695,To the Devil a Daughter (1976),Fantasy|Horror|Mystery,2.796875
5697,Terror Train (1980),Horror,2.652173913043478
5740,Faces of Death: Fact or Fiction? (1999),Documentary|Horror,1.3759398496240602
5803,I Spy (2002),Action|Adventure|Comedy|Crime,2.763056092843327
5847,Ragtime (1981),Drama,3.6481481481481484
5867,Thief (1981),Crime|Drama|Thriller,3.6689698492462313
5907,Medea (1970),Drama,3.522727272727273
5916,Whose Life Is It Anyway? (1981),Drama,3.4917355371900825
5920,"Ace of Aces (a.k.a. Super Ace, The) (As des as, L') (1982)",Adventure|Comedy,3.1578947368421053
5929,"Party 2, The (Boum 2, La) (1982)",Comedy|Romance,3.072463768115942
5934,"Challenge, The (1982)",Action,2.9722222222222223
5949,Intact (Intacto) (2001),Thriller,3.544930875576037
5984,"Story of O, The (Histoire d'O) (1975)",Drama|Romance,3.080246913580247
5995,"Pianist, The (2002)",Drama|War,4.059478304700298
6010,Double Whammy (2001),Action|Comedy|Drama,2.7314814814814814
6082,"Grey Fox, The (1982)",Romance|Western,3.658974358974359
6108,"That Night in Varennes (Nuit de Varennes, La) (1982)",Drama,3.448717948717949
6142,Time Walker (a.k.a. Being From Another Planet) (1982),Horror|Sci-Fi,1.9090909090909092
6145,Venom (1982),Horror|Thriller,2.5853658536585367
6154,Deliver Us from Eva (2003),Comedy|Romance,2.788961038961039
6157,Daredevil (2003),Action|Crime,2.490406253701291
6176,Mr. Majestyk (1974),Action|Drama,3.0955414012738856
6188,Old School (2003),Comedy,3.5940829026474
6237,"Glenn Miller Story, The (1953)",Drama,3.659340659340659
6266,What a Girl Wants (2003),Comedy|Drama|Romance,3.130076838638858
6301,Straw Dogs (1971),Drama|Thriller,3.700529450694904
6336,Marooned in Iraq (Gomgashtei dar Aragh) (2002),Drama,3.1875
6357,High Society (1956),Comedy|Musical|Romance,3.647313691507799
6376,Respiro (2002),Comedy|Drama,3.5217391304347827
6378,"Italian Job, The (2003)",Action|Crime,3.546891102713844
6393,For Sale (À Vendre) (1998),Drama,2.611111111111111
6396,Dementia 13 (1963),Horror|Thriller,2.803225806451613
6397,"Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux) (1937)",Comedy,3.5652173913043477
6466,Mississippi Masala (1991),Drama|Romance,3.5475161987041037
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,1.7737783595113439
6500,"Satanic Rites of Dracula, The (1974)",Horror,2.6973684210526314
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller,3.7423961424332344
6557,Born to Be Wild (1995),Adventure|Children|Comedy|Drama,2.2642857142857142
6559,Little Giants (1994),Children|Comedy,3.0282685512367493
6597,"Princess Blade, The (Shura Yukihime) (2001)",Action|Sci-Fi,3.0612903225806454
6598,Step Into Liquid (2002),Documentary,3.7813333333333334
6620,American Splendor (2003),Comedy|Drama,3.77931108258451
6622,Carnages (a.k.a. Carnage) (2002),Drama,2.8947368421052633
6623,Passionada (2002),Comedy|Romance,2.851063829787234
6654,Atragon (Kaitei Gunkan) (1963),Adventure|Sci-Fi,2.847826086956522
6658,10 (1979),Comedy|Romance,2.8738372093023257
6678,"Handmaid's Tale, The (1990)",Drama|Sci-Fi,3.1635416666666667
6689,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance,2.869747899159664
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,3.6556291390728477
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance,3.372549019607843
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,3.828958976621085
6825,"Reluctant Astronaut, The (1967)",Comedy,2.9186046511627906
6832,Regarding Henry (1991),Drama,3.3497777777777777
6864,"Concert for George, The (2003)",Documentary|Musical,3.7837837837837838
6866,Nine Dead Gay Guys (2003),Comedy|Crime,2.9210526315789473
6890,Elephant (2003),Drama,3.5257323832145686
6911,"Jolson Story, The (1946)",Musical,3.27
6913,Frankenstein and the Monster from Hell (1974),Horror,2.83
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,3.2419493257049448
6937,Anything But Love (a.k.a. Standard Time) (2002),Musical|Romance,2.9523809523809526
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama|Romance,3.802469135802469
6962,OT: Our Town (2002),Documentary,3.411764705882353
7066,"Blue Kite, The (Lan feng zheng) (1993)",Drama,3.483695652173913
7092,Anna Karenina (1935),Drama|Romance,3.521978021978022
7098,Seven Days to Noon (1950),Drama|Thriller,3.4642857142857144
7109,Beyond the Clouds (Al di là delle nuvole) (1996),Drama|Romance,3.1890243902439024
7120,DarkWolf (2003),Horror,1.4242424242424243
7131,"Summer Place, A (1959)",Drama,3.2033898305084745
7132,"Night at the Opera, A (1935)",Comedy|Musical|Romance,3.9889597644749752
7152,"Statement, The (2003)",Drama|Thriller,2.96875
7168,Secret Things (Choses secrètes) (2002),Drama,3.076530612244898
7169,Chasing Liberty (2004),Comedy|Romance,3.157819225251076
7206,Mon Oncle (My Uncle) (1958),Comedy,3.8924455825864275
7222,Reefer Madness (a.k.a. Tell Your Children) (1938),Comedy|Drama,2.6943620178041545
7240,King David (1985),Action|Drama|War,2.7549019607843137
7253,It (1927),Comedy|Romance,3.357142857142857
7281,"Scream, Blacula, Scream! (1973)",Horror,2.268292682926829
7283,Swing Shift (1984),Drama,2.9266666666666667
7324,Hidalgo (2004),Adventure|Drama,3.3128980891719744
7333,"Corbeau, Le (Raven, The) (1943)",Crime|Drama|Thriller,3.8083941605839415
7340,Just One of the Guys (1985),Comedy,2.9558823529411766
7342,"Kiss, The (1988)",Horror,2.62
7387,Dawn of the Dead (1978),Action|Drama|Horror,3.795927116827438
7404,Anna (1987),Drama,2.7083333333333335
7417,Jersey Girl (1992),Comedy|Romance,3.0153061224489797
7567,Chance (2002),Comedy|Drama,2.875
7584,Woman of the Year (1942),Comedy|Romance,3.839544513457557
7644,Divorce Iranian Style (1998),Documentary,3.6923076923076925
7726,Boy Meets Girl (1998),Comedy|Romance,2.933333333333333
7754,Temptation of a Monk (You Seng) (1993),Action|Adventure|Drama|Romance,2.75
7817,Zardoz (1974),Fantasy|Sci-Fi,3.0077793493635077
7833,Shadow of the Thin Man (1941),Comedy|Crime|Mystery,3.819178082191781
7850,Hallelujah I'm a Bum (1933),Musical,3.5
7879,Notorious C.H.O. (2002),Comedy,3.3536036036036037
7880,Friday Night (Vendredi Soir) (2002),Drama,3.2888888888888888
7892,"Street Fighter, The (Gekitotsu! Satsujin ken) (1974)",Action,3.100806451612903
7912,Finder's Fee (2001),Drama|Thriller,3.282608695652174
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,3.621664050235479
7987,Dolls (1987),Horror,2.972413793103448
7993,"Bucket Of Blood, A (1959)",Comedy|Horror,3.3299319727891157
8042,Mean Streets (1973),Crime|Drama,3.768577494692144
8222,"Other, The (1972)",Drama|Horror|Mystery|Thriller,3.2904411764705883
8257,Battleground (1949),Action|Drama|War,3.46875
8407,"Molly Maguires, The (1970)",Drama,3.359375
8450,Anthony Adverse (1936),Adventure|Romance,3.0681818181818183
8482,"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror,3.65491452991453
8501,"Hitcher, The (1986)",Action|Thriller,3.494413407821229
8534,Two Brothers (Deux frères) (2004),Adventure|Children|Drama,3.361111111111111
8577,Comandante (2003),Documentary,3.4565217391304346
